评论,向量
"这次 疫情 中国政府 全世界 最靠 谱 政府 人民 全世界 最靠 谱 人民 骄傲 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.018526183536760117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 世界 加油 
",0 0 0 0 0.0652293489775361 0 0 0 0 0 0.032824287927841415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"经济 倒退 感觉 药丸 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"严防 境外 疫情 输入 入境 重点 防控 对象 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0.02689686982306411 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013637318013927532 0 0 0 0 0 0 0 0 0 0.010948459156470044 0 0 0 
"回来 治疗 可怕 隐瞒 旅居 史 吃 退烧药 隐瞒 病情 严惩 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015139872517410039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"每条 评论 怀疑 这条 微博 看过 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01085741935999812 0 0 
"恳请 国家 出台 全国 禁入 方案 高危 国家 地区 禁止 入境 政策 境外 国家 机场 检疫 市内 自费 隔离 政策 疫情 好转 来之不易 一线 太不容易 严防 境外 输入 加大 政策 力度 
",0 0 0.1181414372099206 0 0 0 -0.05273273496928815 0 0 0 0 0.030631953223610904 0 0 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0.014803300867425073 0 0 0 0 0.013637318013927532 0 0 0 0 0 0 0 0 0 0.010948459156470044 0 0 0 
"国外 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"太好了 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"平安 归来 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014517345134924423 0 0 0 0 0 0 0 0 0 0 0 0 
"塞尔维亚 总统 可怜 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"特朗普 大使 听闻 从以 一省 救援 湖北 一市 模式 升级 一省 救援 国家 大使 回答 互助 病毒 疫情 特朗普 四川 救援 江苏 救援 巴基斯坦 广东 救援 伊拉克 上海 救援 负责 大国 到底 派 省来 救 大使 派 台湾省 
",0 0 0.1181414372099206 0 0 -0.0573780922685929 0 0 0.043751154177006674 0 0 0.030631953223610904 0 0 0 0 0 0 0 0 0 0 0 0.018412549993511006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"国外 疫区 广州 发布 月份 广交会 如期 举办 想 问问 这是 收集 来自 世界各地 毒珠 广州 深圳 做好 喝西北风 打算 求求 送 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 平安 回来 
",0 0 0 0 0 0 0 0 0 0 0.03664722921818948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015678732745718377 0 0 0 0 0 0 0 0 0 0 0 0 
"支持 塞尔维亚 朋友 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"为啥 耿爽 戴 口罩 
",0 0 0 0 0 0 0 0.047379477677191445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"奇葩 邱晨 重视 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"封城 抗疫 西方 指责 侵犯 人权 封城 西方 装聋作哑 扮 瞎 脸有 多肿 全民 抗疫 西方 幸灾乐祸 轮 不用 戴 口罩 自愈 死 英国 群体 免疫 死 瑞典 轻症 检测 慢慢 死 西方 的确 发达 可惜 疫情 面前 吹嘘 人权 价值 一地 垃圾 
",0 0 0.1181414372099206 0 0 0 0 0.047379477677191445 0 0 0 0 0 0 0 0 0 0 0.022089232491030657 0.021891652748840938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"人心 真大牛 逼 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"开学 学生 未来 希望 
",0 0 0 0 0 0 0 0 0 0 0.03295814441559871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012085961406492905 0 0 0 0 0 0 0 
"开学 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012085961406492905 0 0 0 0 0 0 0 
"第一个 人口数量 灭绝 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"疯子 山外 青山 楼外楼 疯 一疯高 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"迷惑 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 平安 
",0 0 0 0 0 0 0 0 0 0 0.03469827875644341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014844915999507333 0 0 0 0 0 0 0 0 0 0 0 0 
"地方 连续 新增 开学 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014391908393755284 0 0 0 0 0 0 0 0 0.012085961406492905 0 0 0 0 0 0 0 
"心真大 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"迷惑 难道 奥运 如期举行 以此 证明 疫情 结束 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"一个月 讨论 划 疫区 一个月 全世界 疫区 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"群体 免疫 发达国家 思路 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 全人类 平安 度过 这次 战役 希望 平安 
",0 0 0 0 0 0 0 0 0 0 0.03643841309728811 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015589395237195764 0 0 0 0 0 0 0 0 0 0 0 0 
"群体 免疫 可取 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这才 刚刚开始 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"戴 口罩 
",0 0 0 0 0 0 0 0.047379477677191445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"祈祷 世界 尽快恢复 平静 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"邱晨 年月日 发表 分裂 国家 言论 藏独 言论 国家 南海 占 废青 合影 搜 邱晨 截图 刷新 三观 网友 今晚 搜 奇葩 背后 投资者 明白 热 搜 希望 重视 多年 情形 内地 发生 影响 青年一代 
",0 0 0 0 0 0 0 0 0 0 0.03643841309728811 0.030631953223610904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"钟南山 院士 新冠 病毒 由人 传给 狗 西方 民众 传染 
",0.16229969974342018 0 0 0 0 -0.06219303707434896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"豌豆 公主 日常 留学生 回来 隔离 威胁 警察 拍 视频 发外 网 
",0 0 0 0 0 0 -0.05715785958209555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.011985651206027058 0 0 0 0 0 
"希望 自费 治疗 判刑 
",0 0 0 0 0 0 0 0 0 0 0.03295814441559871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015983789603107368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"矿泉水 那位 大姐 豌豆 公主 日常 这位 公主 姐妹 查查 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"先治 治 判刑 支持 依法处理 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"免费 治疗 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01682770668880469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"费 多事 干嘛 枪毙 就行了 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"自私自利 一家人 该罚 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"建设 千里 投毒 第一名 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"追究责任 确诊 依然 不顾 长途旅行 传播 风险 执意 回国 刻意 隐瞒 患病 真相 使名 无辜 被迫 隔离 以此 经济损失 均 因黎 女士 承担 
",0 0 0 0.0654241812333372 0 0 -0.05273273496928815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"撒谎 三次 申请 检测 拒 回国 明明 确诊 想 回国 免费 治疗 
",0 0 0 0.0654241812333372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021891652748840938 0 0 0 0 0 0 0 0 0 0.01682770668880469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"缓刑 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"贯彻 政府 指令 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"加快 群体 免疫 进程 为啥 支持 政府 民众 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新冠 妈呀 老铁 热情 
",0.16229969974342018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"飞沫 肉眼 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"人口 自控 计划 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想 偶像 病房 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想 尽快 感染 尽快 免疫力 操作 毛病 
",0 0 0 0 0 0 0 0 0 0 0 0 0.029996843741541917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"病毒 喜欢 欧洲 老铁 
",0 0 0 0 0 -0.0573780922685929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这是 团灭 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这下 终于 明白 英国首相 约翰逊 总统 出奇 招儿 治理 国家 真难 大总统 
",0 0 0 0 0 0 0 0 0 0 0 0.030631953223610904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"数据 可怕 严防死守 境外 输入 加油 
",0 0 0 0 0.0652293489775361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013637318013927532 0 0 0 0 0 0 0 0 0 0 0 0 0 
"特朗普 大使 听闻 从以 一省 救援 湖北 一市 模式 升级 一省 救援 国家 大使 回答 互助 病毒 疫情 特朗普 四川 救援 江苏 救援 巴基斯坦 广东 救援 伊拉克 上海 救援 负责 大国 到底 派 省来 救 大使 派 台湾省 
",0 0 0.1181414372099206 0 0 -0.0573780922685929 0 0 0.043751154177006674 0 0 0.030631953223610904 0 0 0 0 0 0 0 0 0 0 0 0.018412549993511006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"一个月 讨论 划 疫区 一个月 全世界 疫区 一个月 担心 列入 疫区 经济 倒退 好几年 复工 忙 生产 出口 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"世界 地方 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"议员 戴 口罩 嘲笑 主持人 直播 下跪 所有人 同一个 目标 努力奋斗 这是 本能 全世界 羡慕 团结 明知 山有 虎 偏向 虎山行 奉献 万众一心 风雨同舟 温暖 
",0 0 0 0 0 0 0 0.047379477677191445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"援助 即可 欧盟 老大 支援 当务之急 做好 外来 输入 预防 尽快恢复 生产 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"发生 疫情 世界 疫情 挺远 一个月 奇迹般地 控制 疫情 世界 告急 揪心 看着 欧洲 看着 瞥 期待 更大 贡献 期待 疫情 尽早 结束 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"增加 重视 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"感觉 国外 国内 大部分 原因 是因为 傲慢 病毒 认知 希望 国内 严控 国外 输入 自觉 回来 自我 隔离 半月 出门 希望 弄 人心惶惶 
",0 0 0 0 0 -0.06179179167386928 -0.05678909919769493 0 0 0 0.031218010074754 0 0 0 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"世界 加油 
",0 0 0 0 0.0652293489775361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"回来 好好 管理 祖国 骂骂咧咧 回来 躲 疫情 治病 送 回去 干嘛 贱 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"一个月 疫情 国内 疫情 国外 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想 境外 输入 开学 个头 恐怕 五六 月份 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013637318013927532 0 0 0 0 0 0.012085961406492905 0 0 0 0 0 0 0 
"两个 月 两个 月 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"快完了 国外 快完了 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"地方 世界 地方 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"快完了 国外 快完了 好好 抄 作业 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"疫情 高发期 严防 境外 输入 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013637318013927532 0 0 0 0 0 0 0 0 0 0 0 0 0 
"幸灾乐祸 妈 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"消失 黑夜 黎明 获胜 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新疆 已天 开业 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"人要 吃饭 疫情 稳定 开业 电影 有人 观影 喷 喷 只能 智商 
",0 0 0.1181414372099206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"误杀 赢家 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"真好 恭喜 天无 新增 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014391908393755284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"片子 没人 上点 片子 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"我姑 湖北 过年 新疆 新疆 湖北 还严 马上 将近 一个月 新增 病毒 隔离 远远 喷子 体验 新疆 
",0 0 0 0 0 -0.061025777727499 -0.05608510210020285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.018412549993511006 0 0 0 0 0 0 0 0 0 0.014391908393755284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新疆 前期 超强 管控 清零 严格管理 才能 样子 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新疆 很棒 隔离 不含糊 
",0 0 0 0 0 0 -0.05273273496928815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"当心 境外 输入 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02012063299504525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013637318013927532 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想 新疆 玩 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"自费 判刑 组合 套餐 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想象 一家人 将会 海外 坚定 反华 分子 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"骂 放心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请 重判 威慑力 干 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"到时候 别忘了 公布 判 请 重判 非常 几个 月 国家 还会 损失 包括 人命 金钱 治疗 费用 自费 
",0 0 0 0 0 0 0 0 0 0 0 0.030631953223610904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015139872517410039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"警察 同志 辛苦 回 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.027479578463398067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"长期 定居 回来 干 千里 投毒 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"他家 赔钱 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"家乡 建设 不行 千里 投毒 第一名 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"那位 不远万里 带病 回国 黎 女士 立案侦查 掏 医疗费 蹲 班房 套餐 算 定制 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 快点 飘 
",0 0 0 0 0 0 0 0 0 0 0.033116338446584584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"关门大吉 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"关门大吉 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
